DSL_SYNCHRONIZATION_STATUS,CONNECTION_STATUS,UPSTREAM_LINE_RATE_KBIT_S,DOWNSTREAM_LINE_RATE_KBIT_S,MAXIMUM_UPSTREAM_RATE_KBIT_S,MAXIMUM_DOWNSTREAM_RATE_KBIT_S,UPSTREAM_NOISE_SAFETY_COEFFICIENT_DB,DOWNSTREAM_NOISE_SAFETY_COEFFICIENT_DB,LINE_STANDARD,UPSTREAM_LINE_ATTENUATION_DB,DOWNSTREAM_LINE_ATTENUATION_DB,UPSTREAM_OUTPUT_POWER_DBM,DOWNSTREAM_OUTPUT_POWER_DBM,DSL_UP_TIME_HOURS,CREATED_DATE
Up,Showtime,5120,46080,29052,80048,24.7,11.4,G.993.2_Annex_B,2.6,9.9,7.6,14.3,3.855,2024-11-10 09:00:22.700
Up,Showtime,5120,46080,29052,80048,24.7,11.4,G.993.2_Annex_B,2.6,9.9,7.6,14.3,4.022,2024-11-10 09:10:23.185
Up,Showtime,5120,46080,29052,80048,24.7,11.4,G.993.2_Annex_B,2.6,9.9,7.6,14.3,4.188,2024-11-10 09:20:21.741
Up,Showtime,5120,46080,29052,80048,24.7,11.5,G.993.2_Annex_B,2.6,9.9,7.6,14.3,4.357,2024-11-10 09:30:27.167
Up,Showtime,5120,46080,29052,80048,24.7,11.4,G.993.2_Annex_B,2.6,9.9,7.6,14.3,4.521,2024-11-10 09:40:21.821
Up,Showtime,5120,46080,29608,80048,25.2,11.4,G.993.2_Annex_B,2.6,9.9,7.6,14.3,4.688,2024-11-10 09:50:22.005
Up,Showtime,5120,46080,29608,80048,25.2,11.5,G.993.2_Annex_B,2.6,9.9,7.6,14.4,4.855,2024-11-10 10:00:23.476
Up,Showtime,5120,46080,29608,80048,25.2,11.5,G.993.2_Annex_B,2.6,9.9,7.6,14.4,5.022,2024-11-10 10:10:23.368
Up,Showtime,5120,46080,29608,80048,25.2,11.5,G.993.2_Annex_B,2.6,9.9,7.6,14.4,5.189,2024-11-10 10:20:22.160
Up,Showtime,5120,46080,28961,80048,24.6,8.4,G.993.2_Annex_B,2.6,9.9,7.6,14.4,5.356,2024-11-10 10:30:27.129
Up,Showtime,5120,46080,29715,80712,25.0,11.5,G.993.2_Annex_B,2.5,9.6,7.4,14.5,0.014,2024-11-10 10:40:27.356
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,0.18,2024-11-10 10:50:27.043
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,0.347,2024-11-10 11:00:26.271
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,0.515,2024-11-10 11:10:29.085
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.3,0.682,2024-11-10 11:20:28.590
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.3,0.847,2024-11-10 11:30:28.551
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.3,1.014,2024-11-10 11:40:26.712
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.3,1.18,2024-11-10 11:50:23.329
Up,Showtime,5120,46080,29715,80712,24.9,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.3,1.346,2024-11-10 12:00:22.045
Up,Showtime,5120,46080,29715,80712,25.1,11.5,G.993.2_Annex_B,2.5,9.6,7.4,14.3,1.514,2024-11-10 12:10:25.618
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.3,1.681,2024-11-10 12:20:24.877
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.3,1.847,2024-11-10 12:30:23.277
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.3,2.013,2024-11-10 12:40:21.629
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.3,2.18,2024-11-10 12:50:26.217
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.3,2.347,2024-11-10 13:00:23.767
Up,Showtime,5120,46080,29715,80712,25.0,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.3,2.514,2024-11-10 13:10:23.637
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.3,2.68,2024-11-10 13:20:21.920
Up,Showtime,5120,46080,29715,80712,25.0,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.3,2.848,2024-11-10 13:30:25.816
Up,Showtime,5120,46080,29715,80712,25.0,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.3,3.014,2024-11-10 13:40:22.885
Up,Showtime,5120,46080,29715,80712,25.0,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.3,3.18,2024-11-10 13:50:22.323
Up,Showtime,5120,46080,29715,80712,25.0,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.3,3.347,2024-11-10 14:00:22.768
Up,Showtime,5120,46080,29715,80712,25.0,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.3,3.514,2024-11-10 14:10:23.351
Up,Showtime,5120,46080,29715,80712,25.0,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,3.68,2024-11-10 14:20:21.941
Up,Showtime,5120,46080,29715,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,3.847,2024-11-10 14:30:23.980
Up,Showtime,5120,46080,29715,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,4.014,2024-11-10 14:40:25.532
Up,Showtime,5120,46080,29715,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,4.18,2024-11-10 14:50:22.019
Up,Showtime,5120,46080,29715,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,4.346,2024-11-10 15:00:21.790
Up,Showtime,5120,46080,29715,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,4.514,2024-11-10 15:10:23.495
Up,Showtime,5120,46080,29715,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,4.68,2024-11-10 15:20:22.836
Up,Showtime,5120,46080,29715,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,4.846,2024-11-10 15:30:22.436
Up,Showtime,5120,46080,29715,80712,24.9,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,5.013,2024-11-10 15:40:24.446
Up,Showtime,5120,46080,29715,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,5.181,2024-11-10 15:50:27.051
Up,Showtime,5120,46080,29715,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,5.351,2024-11-10 16:00:37.143
Up,Showtime,5120,46080,29715,80712,24.9,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,5.514,2024-11-10 16:10:23.936
Up,Showtime,5120,46080,29715,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,5.681,2024-11-10 16:20:27.630
Up,Showtime,5120,46080,29715,80712,24.9,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,5.847,2024-11-10 16:30:23.124
Up,Showtime,5120,46080,29715,80712,24.9,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,6.016,2024-11-10 16:40:35.200
Up,Showtime,5120,46080,29715,80712,24.9,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,6.183,2024-11-10 16:50:33.373
Up,Showtime,5120,46080,29715,80712,25.0,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,6.346,2024-11-10 17:00:22.060
Up,Showtime,5120,46080,29715,80712,25.0,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,6.514,2024-11-10 17:10:23.772
Up,Showtime,5120,46080,29715,80712,24.9,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,6.68,2024-11-10 17:20:22.245
Up,Showtime,5120,46080,29715,80712,25.0,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,6.846,2024-11-10 17:30:21.923
Up,Showtime,5120,46080,29715,80712,25.0,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,7.013,2024-11-10 17:40:22.655
Up,Showtime,5120,46080,29715,80712,24.9,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,7.18,2024-11-10 17:50:22.482
Up,Showtime,5120,46080,29715,80712,24.9,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,7.348,2024-11-10 18:00:26.055
Up,Showtime,5120,46080,29685,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,7.518,2024-11-10 18:10:37.654
Up,Showtime,5120,46080,29685,80712,24.9,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,7.681,2024-11-10 18:20:25.079
Up,Showtime,5120,46080,29685,80712,24.9,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,7.847,2024-11-10 18:30:23.250
Up,Showtime,5120,46080,29685,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,8.014,2024-11-10 18:40:22.913
Up,Showtime,5120,46080,29685,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,8.18,2024-11-10 18:50:22.842
Up,Showtime,5120,46080,29685,80712,24.9,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,8.348,2024-11-10 19:00:27.603
Up,Showtime,5120,46080,29685,80712,24.9,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,8.514,2024-11-10 19:10:24.509
Up,Showtime,5120,46080,29544,80712,24.8,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,8.681,2024-11-10 19:20:24.434
Up,Showtime,5120,46080,29544,80712,24.8,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,8.847,2024-11-10 19:30:23.654
Up,Showtime,5120,46080,29700,80712,24.9,11.1,G.993.2_Annex_B,2.5,9.6,7.4,14.3,9.024,2024-11-10 19:41:01.783
Up,Showtime,5120,46080,29338,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,9.18,2024-11-10 19:50:24.297
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,9.348,2024-11-10 20:00:26.957
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,9.516,2024-11-10 20:10:35.107
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,9.681,2024-11-10 20:20:25.745
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,9.847,2024-11-10 20:30:25.001
Up,Showtime,5120,46080,29277,80712,24.4,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.3,10.013,2024-11-10 20:40:23.578
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,10.18,2024-11-10 20:50:22.841
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,10.347,2024-11-10 21:00:24.001
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,10.513,2024-11-10 21:10:22.571
Up,Showtime,5120,46080,29277,80712,24.4,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.3,10.681,2024-11-10 21:20:29.623
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,10.847,2024-11-10 21:30:24.832
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,11.013,2024-11-10 21:40:22.065
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,11.18,2024-11-10 21:50:22.358
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,11.348,2024-11-10 22:00:25.356
Up,Showtime,5120,46080,29277,80712,24.4,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.3,11.513,2024-11-10 22:10:22.349
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,11.68,2024-11-10 22:20:22.529
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,11.85,2024-11-10 22:30:37.036
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,12.014,2024-11-10 22:40:25.349
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,12.18,2024-11-10 22:50:24.294
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,12.347,2024-11-10 23:00:23.287
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,12.515,2024-11-10 23:10:29.934
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,12.681,2024-11-10 23:20:24.947
Up,Showtime,5120,46080,29277,80712,24.4,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.3,12.847,2024-11-10 23:30:25.088
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,13.014,2024-11-10 23:40:26.601
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,13.18,2024-11-10 23:50:23.533
Up,Showtime,5120,46080,29277,80712,24.4,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,13.347,2024-11-11 00:00:25.782
Up,Showtime,5120,46080,29277,80712,24.5,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,13.514,2024-11-11 00:10:25.539
Up,Showtime,5120,46080,29277,80712,24.5,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,13.681,2024-11-11 00:20:29.290
Up,Showtime,5120,46080,29277,80712,24.4,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.3,13.848,2024-11-11 00:30:27.945
Up,Showtime,5120,46080,29277,80712,24.5,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,14.016,2024-11-11 00:40:31.264
Up,Showtime,5120,46080,29277,80712,24.5,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,14.182,2024-11-11 00:50:30.366
Up,Showtime,5120,46080,29380,80712,24.5,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,14.347,2024-11-11 01:00:24.401
Up,Showtime,5120,46080,29380,80712,24.5,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.3,14.514,2024-11-11 01:10:26.003
Up,Showtime,5120,46080,29631,83360,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,9.265,2024-11-11 10:50:26.307
Up,Showtime,5120,46080,29631,83360,24.1,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,9.431,2024-11-11 11:00:26.068
Up,Showtime,5120,46080,29631,83360,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,9.598,2024-11-11 11:10:24.195
Up,Showtime,5120,46080,29631,83360,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,9.764,2024-11-11 11:20:23.406
Up,Showtime,5120,46080,29631,83360,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,9.931,2024-11-11 11:30:23.778
Up,Showtime,5120,46080,29631,83360,24.3,11.5,G.993.2_Annex_B,2.5,9.6,7.4,14.5,10.097,2024-11-11 11:40:22.721
Up,Showtime,5120,46080,29631,83360,24.3,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,10.265,2024-11-11 11:50:26.256
Up,Showtime,5120,46080,29631,83360,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,10.431,2024-11-11 12:00:23.868
Up,Showtime,5120,46080,29631,83360,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,10.598,2024-11-11 12:10:24.873
Up,Showtime,5120,46080,29631,83360,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,10.765,2024-11-11 12:20:24.868
Up,Showtime,5120,46080,29631,83360,24.3,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,10.931,2024-11-11 12:30:25.091
Up,Showtime,5120,46080,29631,83360,24.2,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.5,11.098,2024-11-11 12:40:22.681
Up,Showtime,5120,46080,29631,83360,24.2,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.5,11.264,2024-11-11 12:50:23.919
Up,Showtime,5120,46080,29631,83360,24.1,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.5,11.431,2024-11-11 13:00:24.437
Up,Showtime,5120,46080,29631,83360,24.2,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.5,11.597,2024-11-11 13:10:22.462
Up,Showtime,5120,46080,29631,83360,24.1,11.2,G.993.2_Annex_B,2.5,9.6,7.4,14.5,11.764,2024-11-11 13:20:25.098
Up,Showtime,5120,46080,29631,83360,24.1,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.5,11.93,2024-11-11 13:30:22.298
Up,Showtime,5120,46080,29631,83360,24.3,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.5,12.097,2024-11-11 13:40:23.097
Up,Showtime,5120,46080,29673,83360,24.3,11.2,G.993.2_Annex_B,2.5,9.6,0,0,12.264,2024-11-11 13:50:22.394
Up,Showtime,5120,46080,29673,83360,24.3,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.5,12.431,2024-11-11 14:00:22.678
Up,Showtime,5120,46080,29673,83360,24.3,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.5,12.598,2024-11-11 14:10:24.314
Up,Showtime,5120,46080,30572,87488,24.3,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,2.243,2024-11-11 16:43:37.763
Up,Showtime,5120,46080,30572,87488,24.3,11.5,G.993.2_Annex_B,2.5,9.6,7.4,14.5,2.356,2024-11-11 16:50:27.941
Up,Showtime,5120,46080,30572,87488,24.3,11.5,G.993.2_Annex_B,2.5,9.6,7.4,14.5,2.523,2024-11-11 17:00:29.730
Up,Showtime,5120,46080,30572,87488,24.3,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,2.689,2024-11-11 17:10:26.185
Up,Showtime,5120,46080,30572,87488,24.3,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,2.856,2024-11-11 17:20:27.464
Up,Showtime,5120,46080,30572,87488,24.3,11.5,G.993.2_Annex_B,2.5,9.6,7.4,14.5,3.022,2024-11-11 17:30:26.285
Up,Showtime,5120,46080,30572,87488,24.3,11.5,G.993.2_Annex_B,2.5,9.6,7.4,14.5,3.189,2024-11-11 17:40:24.199
Up,Showtime,5120,46080,30572,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,3.356,2024-11-11 17:50:25.353
Up,Showtime,5120,46080,30572,87488,24.2,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.5,3.521,2024-11-11 18:00:23.021
Up,Showtime,5120,46080,30572,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,3.688,2024-11-11 18:10:23.166
Up,Showtime,5120,46080,30572,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,3.855,2024-11-11 18:20:22.648
Up,Showtime,5120,46080,30572,87488,24.2,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.5,4.022,2024-11-11 18:30:25.228
Up,Showtime,5120,46080,30572,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,4.189,2024-11-11 18:40:26.552
Up,Showtime,5120,46080,30572,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,4.356,2024-11-11 18:50:25.411
Up,Showtime,5120,46080,30572,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,4.523,2024-11-11 19:00:27.680
Up,Showtime,5120,46080,30572,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,4.689,2024-11-11 19:10:25.446
Up,Showtime,5120,46080,30545,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,4.855,2024-11-11 19:20:23.886
Up,Showtime,5120,46080,30545,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,5.022,2024-11-11 19:30:23.998
Up,Showtime,5120,46080,30545,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,5.188,2024-11-11 19:40:23.529
Up,Showtime,5120,46080,30545,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,5.355,2024-11-11 19:50:23.583
Up,Showtime,5120,46080,30545,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,5.522,2024-11-11 20:00:23.511
Up,Showtime,5120,46080,30545,87488,24.1,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.5,5.689,2024-11-11 20:10:25.019
Up,Showtime,5120,46080,30545,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,5.855,2024-11-11 20:20:23.032
Up,Showtime,5120,46080,30545,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,6.022,2024-11-11 20:30:24.000
Up,Showtime,5120,46080,30545,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,6.188,2024-11-11 20:40:22.202
Up,Showtime,5120,46080,30545,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,6.356,2024-11-11 20:50:25.944
Up,Showtime,5120,46080,30545,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,6.522,2024-11-11 21:00:25.786
Up,Showtime,5120,46080,30545,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,6.688,2024-11-11 21:10:22.475
Up,Showtime,5120,46080,30545,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,6.857,2024-11-11 21:20:32.150
Up,Showtime,5120,46080,30545,87488,24.2,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.5,7.022,2024-11-11 21:30:26.684
Up,Showtime,5120,46080,30545,87488,24.3,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,7.188,2024-11-11 21:40:24.146
Up,Showtime,5120,46080,30576,87488,24.4,11.5,G.993.2_Annex_B,2.5,9.6,7.4,14.5,7.355,2024-11-11 21:50:22.964
Up,Showtime,5120,46080,30564,87488,24.3,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,7.521,2024-11-11 22:00:22.405
Up,Showtime,5120,46080,30564,87488,24.2,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,7.688,2024-11-11 22:10:23.011
Up,Showtime,5120,46080,30564,87488,24.2,11.5,G.993.2_Annex_B,2.5,9.6,7.4,14.5,7.855,2024-11-11 22:20:22.652
Up,Showtime,5120,46080,30564,87488,24.3,11.5,G.993.2_Annex_B,2.5,9.6,7.4,14.5,8.022,2024-11-11 22:30:26.150
Up,Showtime,5120,46080,30564,87488,24.3,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,8.191,2024-11-11 22:40:33.783
Up,Showtime,5120,46080,30564,87488,24.3,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,8.355,2024-11-11 22:50:24.348
Up,Showtime,5120,46080,30564,87488,24.3,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,8.521,2024-11-11 23:00:22.131
Up,Showtime,5120,46080,30576,87488,24.3,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,8.689,2024-11-11 23:10:27.624
Up,Showtime,5120,46080,30644,87488,24.3,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,8.856,2024-11-11 23:20:27.564
Up,Showtime,5120,46080,30644,87488,24.4,11.5,G.993.2_Annex_B,2.5,9.6,7.4,14.5,9.022,2024-11-11 23:30:26.596
Up,Showtime,5120,46080,30644,87488,24.4,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,9.189,2024-11-11 23:40:25.387
Up,Showtime,5120,46080,30644,87488,24.4,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,9.355,2024-11-11 23:50:25.154
Up,Showtime,5120,46080,30644,87488,24.4,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,9.523,2024-11-12 00:00:26.700
Up,Showtime,5120,46080,30644,87488,24.4,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,9.689,2024-11-12 00:10:25.412
Up,Showtime,5120,46080,30644,87488,24.4,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,9.855,2024-11-12 00:20:24.170
Up,Showtime,5120,46080,30644,87488,24.4,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,10.022,2024-11-12 00:30:22.756
Up,Showtime,5120,46080,30644,87488,24.4,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,10.188,2024-11-12 00:40:23.892
Up,Showtime,5120,46080,30644,87488,24.4,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,10.355,2024-11-12 00:50:25.006
Up,Showtime,5120,46080,30644,87488,24.4,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,10.521,2024-11-12 01:00:23.455
Up,Showtime,5120,46080,30644,87488,24.4,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,10.688,2024-11-12 01:10:23.485
Up,Showtime,5120,46080,30644,87488,24.5,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,10.855,2024-11-12 01:20:23.138
Up,Showtime,5120,46080,30717,87488,24.5,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,11.021,2024-11-12 01:30:22.429
Up,Showtime,5120,46080,30717,87488,24.6,11.4,G.993.2_Annex_B,2.5,9.6,7.4,14.5,11.189,2024-11-12 01:40:24.015
Up,Showtime,5120,46080,30724,87488,24.5,11.5,G.993.2_Annex_B,2.5,9.6,7.4,14.5,11.355,2024-11-12 01:50:23.104
Up,Showtime,5120,46080,30724,87488,24.5,11.6,G.993.2_Annex_B,2.5,9.6,7.4,14.5,11.523,2024-11-12 02:00:26.948
Up,Showtime,5120,46080,30724,87488,24.5,11.6,G.993.2_Annex_B,2.5,9.6,7.4,14.5,11.688,2024-11-12 02:10:22.819
Up,Showtime,5120,46080,30644,87488,24.5,11.6,G.993.2_Annex_B,2.5,9.6,7.4,14.5,11.855,2024-11-12 02:20:22.952
Up,Showtime,5120,46080,30644,87488,24.5,11.5,G.993.2_Annex_B,2.5,9.6,7.4,14.5,12.021,2024-11-12 02:30:22.873
Up,Showtime,5120,46080,30644,87488,24.5,11.3,G.993.2_Annex_B,2.5,9.6,7.4,14.5,12.189,2024-11-12 02:40:24.053
Up,Showtime,5120,46080,30728,87488,24.5,11.6,G.993.2_Annex_B,2.5,9.6,7.4,14.5,12.355,2024-11-12 02:50:22.952
Up,Showtime,5120,46080,30728,87488,24.6,11.6,G.993.2_Annex_B,2.5,9.6,7.4,14.5,12.522,2024-11-12 03:00:24.167
