DSL_SYNCHRONIZATION_STATUS,CONNECTION_STATUS,UPSTREAM_LINE_RATE_KBIT_S,DOWNSTREAM_LINE_RATE_KBIT_S,MAXIMUM_UPSTREAM_RATE_KBIT_S,MAXIMUM_DOWNSTREAM_RATE_KBIT_S,UPSTREAM_NOISE_SAFETY_COEFFICIENT_DB,DOWNSTREAM_NOISE_SAFETY_COEFFICIENT_DB,LINE_STANDARD,UPSTREAM_LINE_ATTENUATION_DB,DOWNSTREAM_LINE_ATTENUATION_DB,UPSTREAM_OUTPUT_POWER_DBM,DOWNSTREAM_OUTPUT_POWER_DBM,DSL_UP_TIME_HOURS,CREATED_DATE
Up,Showtime,4095,32767,30305,74492,25.3,18.6,G.993.2_Annex_B,3.4,10.5,7.6,14.5,6.534,2024-11-03 09:30:30.798
Up,Showtime,4095,32767,30305,74492,25.3,18.5,G.993.2_Annex_B,3.4,10.5,7.6,14.5,6.703,2024-11-03 09:40:36.226
Up,Showtime,4095,32767,30305,74492,25.3,18.5,G.993.2_Annex_B,3.4,10.5,7.6,14.5,6.868,2024-11-03 09:50:29.907
Up,Showtime,4095,32767,30305,74492,25.3,18.6,G.993.2_Annex_B,3.4,10.5,7.6,14.5,7.051,2024-11-03 10:01:29.767
Up,Showtime,4095,32767,30305,74492,25.3,18.6,G.993.2_Annex_B,3.4,10.5,7.6,14.5,7.214,2024-11-03 10:11:21.878
Up,Showtime,4095,32767,30305,74492,25.3,18.6,G.993.2_Annex_B,3.4,10.5,7.6,14.5,7.432,2024-11-03 10:24:24.515
Up,Showtime,4095,32767,30305,74492,25.2,18.4,G.993.2_Annex_B,3.4,10.5,7.6,14.5,7.534,2024-11-03 10:30:30.759
Up,Showtime,4095,32767,30138,74492,25.2,18.5,G.993.2_Annex_B,3.4,10.5,7.6,14.5,7.702,2024-11-03 10:40:32.086
Up,Showtime,4095,32767,30138,74492,25.0,18.4,G.993.2_Annex_B,3.4,10.5,7.6,14.5,7.866,2024-11-03 10:50:23.805
Up,Showtime,4095,32767,30138,74492,25.0,18.5,G.993.2_Annex_B,3.4,10.5,7.6,14.5,8.034,2024-11-03 11:00:27.918
Up,Showtime,4095,32767,29974,74492,25.0,17.9,G.993.2_Annex_B,3.4,10.5,7.6,14.5,8.202,2024-11-03 11:10:32.861
Up,Showtime,4095,32767,29974,74492,25.1,18.5,G.993.2_Annex_B,3.4,10.5,7.6,14.5,8.45,2024-11-03 11:27:03.329
Up,Showtime,4095,32767,29974,74492,25.0,18.5,G.993.2_Annex_B,3.4,10.5,7.6,14.5,8.7,2024-11-03 11:40:27.112
Up,Showtime,4095,32767,30123,74492,25.1,18.7,G.993.2_Annex_B,3.4,10.5,7.6,14.5,8.867,2024-11-03 11:50:25.140
Up,Showtime,4095,32767,30123,74492,25.1,18.7,G.993.2_Annex_B,3.4,10.5,7.6,14.5,9.033,2024-11-03 12:00:24.697
Up,Showtime,4095,32767,30123,74492,25.1,18.7,G.993.2_Annex_B,3.4,10.5,7.6,14.5,9.2,2024-11-03 12:10:24.674
Up,Showtime,4095,32767,29966,74492,25.0,18.7,G.993.2_Annex_B,3.4,10.5,7.6,14.5,9.367,2024-11-03 12:20:25.324
Up,Showtime,4095,32767,25759,69628,22.7,12.4,G.993.2_Annex_B,4.0,11.3,7.6,14.5,0.115,2024-11-03 12:30:26.402
Up,Showtime,4095,32767,22839,69628,20.6,14.7,G.993.2_Annex_B,4.0,11.3,7.6,14.5,0.302,2024-11-03 12:41:42.899
Up,Showtime,4095,32767,23628,69628,21.1,14.8,G.993.2_Annex_B,4.0,11.3,7.6,14.4,0.461,2024-11-03 12:51:13.313
Up,Showtime,4095,32767,22658,69628,20.6,14.6,G.993.2_Annex_B,4.0,11.3,7.6,14.4,0.62,2024-11-03 13:00:44.534
Up,Showtime,4095,32767,22344,69628,20.3,14.6,G.993.2_Annex_B,4.0,11.3,7.6,14.4,0.783,2024-11-03 13:10:29.322
Up,Showtime,4095,32767,22344,69628,20.3,14.5,G.993.2_Annex_B,4.0,11.3,7.6,14.4,0.948,2024-11-03 13:20:24.555
Up,Showtime,4095,32767,22189,69628,20.2,14.5,G.993.2_Annex_B,4.0,11.3,7.6,14.5,1.116,2024-11-03 13:30:28.586
Up,Showtime,4095,32767,25377,69628,22.5,15.8,G.993.2_Annex_B,4.0,11.3,7.6,14.5,1.281,2024-11-03 13:40:24.370
Up,Showtime,4095,32767,29668,69628,25.8,18.3,G.993.2_Annex_B,4.0,11.3,7.7,14.5,1.448,2024-11-03 13:50:25.296
Up,Showtime,4095,32767,29668,69628,25.8,18.4,G.993.2_Annex_B,4.0,11.3,7.7,14.5,1.614,2024-11-03 14:00:24.020
Up,Showtime,4095,32767,29668,69628,25.8,18.4,G.993.2_Annex_B,4.0,11.3,7.7,14.5,1.782,2024-11-03 14:10:25.477
Up,Showtime,4095,32767,29668,69628,25.8,18.5,G.993.2_Annex_B,4.0,11.3,7.7,14.5,1.948,2024-11-03 14:20:23.149
Up,Showtime,4095,32767,28832,82944,24.9,19.8,G.993.2_Annex_B,2.5,9.6,7.5,14.5,0.062,2024-11-03 14:30:23.615
Up,Showtime,4095,32767,29014,82944,24.9,19.1,G.993.2_Annex_B,2.5,9.6,7.5,14.4,0.229,2024-11-03 14:40:24.552
Up,Showtime,4095,32767,28832,82944,24.9,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,0.396,2024-11-03 14:50:23.975
Up,Showtime,4095,32767,28832,82944,24.9,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,0.562,2024-11-03 15:00:22.845
Up,Showtime,4095,32767,28832,82944,24.9,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,0.729,2024-11-03 15:10:24.812
Up,Showtime,4095,32767,28832,82944,24.9,19.0,G.993.2_Annex_B,2.5,9.6,7.5,14.4,0.895,2024-11-03 15:20:22.419
Up,Showtime,4095,32767,28832,82944,24.9,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,1.062,2024-11-03 15:30:22.706
Up,Showtime,4095,32767,28832,82944,25.0,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,1.229,2024-11-03 15:40:23.002
Up,Showtime,4095,32767,28832,82944,24.9,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,1.396,2024-11-03 15:50:25.140
Up,Showtime,4095,32767,28832,82944,24.9,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,1.562,2024-11-03 16:00:26.052
Up,Showtime,4095,32767,28832,82944,24.9,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,1.729,2024-11-03 16:10:24.056
Up,Showtime,4095,32767,28832,82944,25.0,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,1.899,2024-11-03 16:20:37.610
Up,Showtime,4095,32767,28832,82944,25.0,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,2.065,2024-11-03 16:30:33.252
Up,Showtime,4095,32767,28832,82944,24.9,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,2.229,2024-11-03 16:40:24.024
Up,Showtime,4095,32767,28832,82944,24.9,18.8,G.993.2_Annex_B,2.5,9.6,7.5,14.4,2.396,2024-11-03 16:50:26.714
Up,Showtime,4095,32767,28832,82944,24.9,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,2.563,2024-11-03 17:00:27.472
Up,Showtime,4095,32767,28832,82944,24.9,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,2.73,2024-11-03 17:10:27.021
Up,Showtime,4095,32767,28832,82944,24.9,18.8,G.993.2_Annex_B,2.5,9.6,7.5,14.4,2.896,2024-11-03 17:20:25.442
Up,Showtime,4095,32767,28832,82944,25.0,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,3.064,2024-11-03 17:30:29.365
Up,Showtime,4095,32767,28832,82944,25.0,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,3.229,2024-11-03 17:40:24.922
Up,Showtime,4095,32767,28832,82944,24.9,18.9,G.993.2_Annex_B,2.5,9.6,7.5,14.4,3.396,2024-11-03 17:50:27.246
Up,Showtime,4095,32767,28832,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.4,3.562,2024-11-03 18:00:24.310
Up,Showtime,4095,32767,28774,82944,24.8,18.5,G.993.2_Annex_B,2.5,9.6,7.5,14.3,3.729,2024-11-03 18:10:25.666
Up,Showtime,4095,32767,28390,82944,24.6,18.4,G.993.2_Annex_B,2.5,9.6,7.5,14.3,3.897,2024-11-03 18:20:28.846
Up,Showtime,4095,32767,28390,82944,24.6,18.4,G.993.2_Annex_B,2.5,9.6,7.5,14.3,4.064,2024-11-03 18:30:27.966
Up,Showtime,4095,32767,28390,82944,24.6,18.4,G.993.2_Annex_B,2.5,9.6,7.5,14.3,4.229,2024-11-03 18:40:23.211
Up,Showtime,4095,32767,28626,82944,24.7,18.5,G.993.2_Annex_B,2.5,9.6,7.5,14.3,4.396,2024-11-03 18:50:25.849
Up,Showtime,4095,32767,28401,82944,24.7,18.2,G.993.2_Annex_B,2.5,9.6,7.5,14.4,4.562,2024-11-03 19:00:24.336
Up,Showtime,4095,32767,28653,82944,24.7,18.4,G.993.2_Annex_B,2.5,9.6,7.5,14.3,4.729,2024-11-03 19:10:22.990
Up,Showtime,4095,32767,28439,82944,24.7,18.4,G.993.2_Annex_B,2.5,9.6,7.5,14.3,4.896,2024-11-03 19:20:27.480
Up,Showtime,4095,32767,28439,82944,24.7,18.4,G.993.2_Annex_B,2.5,9.6,7.5,14.3,5.063,2024-11-03 19:30:24.952
Up,Showtime,4095,32767,28687,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.4,5.229,2024-11-03 19:40:24.077
Up,Showtime,4095,32767,28649,82944,24.7,18.7,G.993.2_Annex_B,2.5,9.6,7.5,14.4,5.396,2024-11-03 19:50:24.885
Up,Showtime,4095,32767,28649,82944,24.7,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.4,5.562,2024-11-03 20:00:23.569
Up,Showtime,4095,32767,28672,82944,24.8,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,5.729,2024-11-03 20:10:25.253
Up,Showtime,4095,32767,28672,82944,24.8,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,5.896,2024-11-03 20:20:25.309
Up,Showtime,4095,32767,28672,82944,24.8,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,6.062,2024-11-03 20:30:26.232
Up,Showtime,4095,32767,28672,82944,24.8,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,6.229,2024-11-03 20:40:23.650
Up,Showtime,4095,32767,28672,82944,24.7,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,6.396,2024-11-03 20:50:24.216
Up,Showtime,4095,32767,28687,82944,24.8,18.7,G.993.2_Annex_B,2.5,9.6,7.5,14.5,6.562,2024-11-03 21:00:25.394
Up,Showtime,4095,32767,28687,82944,24.8,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,6.729,2024-11-03 21:10:24.980
Up,Showtime,4095,32767,28687,82944,24.8,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,6.896,2024-11-03 21:20:24.791
Up,Showtime,4095,32767,28774,82944,24.8,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,7.065,2024-11-03 21:30:35.563
Up,Showtime,4095,32767,28790,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,7.229,2024-11-03 21:40:23.437
Up,Showtime,4095,32767,28790,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,7.396,2024-11-03 21:50:25.667
Up,Showtime,4095,32767,28790,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,7.562,2024-11-03 22:00:23.381
Up,Showtime,4095,32767,28790,82944,24.8,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,7.729,2024-11-03 22:10:24.078
Up,Showtime,4095,32767,28790,82944,24.8,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,7.896,2024-11-03 22:20:24.369
Up,Showtime,4095,32767,28790,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,8.062,2024-11-03 22:30:23.383
Up,Showtime,4095,32767,28790,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,8.229,2024-11-03 22:40:25.192
Up,Showtime,4095,32767,28870,82944,24.9,18.7,G.993.2_Annex_B,2.5,9.6,7.5,14.5,8.395,2024-11-03 22:50:22.663
Up,Showtime,4095,32767,28870,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,8.562,2024-11-03 23:00:23.503
Up,Showtime,4095,32767,28870,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,8.729,2024-11-03 23:10:23.589
Up,Showtime,4095,32767,28870,82944,24.9,18.7,G.993.2_Annex_B,2.5,9.6,7.5,14.5,8.897,2024-11-03 23:20:30.639
Up,Showtime,4095,32767,28870,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,9.062,2024-11-03 23:30:25.515
Up,Showtime,4095,32767,28816,82944,24.9,18.5,G.993.2_Annex_B,2.5,9.6,7.5,14.5,9.23,2024-11-03 23:40:28.754
Up,Showtime,4095,32767,28816,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,9.396,2024-11-03 23:50:24.162
Up,Showtime,4095,32767,28816,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,9.562,2024-11-04 00:00:22.669
Up,Showtime,4095,32767,28816,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,9.729,2024-11-04 00:10:26.185
Up,Showtime,4095,32767,28816,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,9.896,2024-11-04 00:20:24.071
Up,Showtime,4095,32767,28816,82944,24.9,18.6,G.993.2_Annex_B,2.5,9.6,7.5,14.5,10.063,2024-11-04 00:30:28.790
Up,Showtime,4095,32767,28881,82944,24.9,18.7,G.993.2_Annex_B,2.5,9.6,7.5,14.5,10.232,2024-11-04 00:40:33.776
Up,Showtime,4095,32767,28885,82944,24.9,18.7,G.993.2_Annex_B,2.5,9.6,7.5,14.5,10.396,2024-11-04 00:50:26.888
Up,Showtime,4095,32767,28885,82944,25.0,18.7,G.993.2_Annex_B,2.5,9.6,7.5,14.5,10.562,2024-11-04 01:00:22.354
Up,Showtime,4095,32767,28885,82944,25.0,18.7,G.993.2_Annex_B,2.5,9.6,7.5,14.5,10.729,2024-11-04 01:10:23.301
Up,Showtime,4095,32767,28885,82944,25.0,18.7,G.993.2_Annex_B,2.5,9.6,7.5,14.5,10.896,2024-11-04 01:20:24.572
Up,Showtime,4095,32767,28885,82944,25.0,18.7,G.993.2_Annex_B,2.5,9.6,7.5,14.5,11.062,2024-11-04 01:30:22.684
Up,Showtime,4095,32767,28885,82944,25.0,18.7,G.993.2_Annex_B,2.5,9.6,7.5,14.5,11.229,2024-11-04 01:40:25.495
Up,Showtime,4095,32767,28885,82944,25.0,18.7,G.993.2_Annex_B,2.5,9.6,7.5,14.5,11.396,2024-11-04 01:50:25.371
Up,Showtime,4095,32767,28885,82944,25.0,18.7,G.993.2_Annex_B,2.5,9.6,7.5,14.5,11.563,2024-11-04 02:00:26.925
Up,Showtime,4095,32767,28824,82760,24.9,18.3,G.993.2_Annex_B,2.5,9.5,7.3,14.1,5.262,2024-11-04 07:30:32.276
Up,Showtime,4095,32767,28824,82760,24.8,18.3,G.993.2_Annex_B,2.5,9.5,7.3,14.1,5.426,2024-11-04 07:40:22.483
Up,Showtime,4095,32767,28824,82760,24.9,18.3,G.993.2_Annex_B,2.5,9.5,7.3,14.1,5.592,2024-11-04 07:50:23.040
Up,Showtime,4095,32767,28824,82760,24.8,18.3,G.993.2_Annex_B,2.5,9.5,7.3,14.1,5.759,2024-11-04 08:00:23.706
Up,Showtime,4095,32767,28736,82760,24.8,18.0,G.993.2_Annex_B,2.5,9.5,7.3,14.0,6.092,2024-11-04 08:20:23.031
Up,Showtime,4095,32767,28736,82760,24.8,17.9,G.993.2_Annex_B,2.5,9.5,7.3,14.0,6.268,2024-11-04 08:30:51.712
Up,Showtime,4095,32767,28736,82760,24.8,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.0,6.433,2024-11-04 08:40:46.907
Up,Showtime,4095,32767,28348,82760,24.5,17.6,G.993.2_Annex_B,2.5,9.5,7.3,13.9,6.595,2024-11-04 08:50:32.748
Up,Showtime,4095,32767,28603,82760,24.7,17.6,G.993.2_Annex_B,2.5,9.5,7.3,13.9,6.76,2024-11-04 09:00:24.560
Up,Showtime,4095,32767,28603,82760,24.7,17.6,G.993.2_Annex_B,2.5,9.5,7.3,13.9,6.934,2024-11-04 09:10:56.426
Up,Showtime,4095,32767,28603,82760,24.7,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,7.095,2024-11-04 09:20:30.949
Up,Showtime,4095,32767,28603,82760,24.7,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,7.261,2024-11-04 09:30:29.078
Up,Showtime,4095,32767,28603,82760,24.7,17.7,G.993.2_Annex_B,2.5,9.5,7.3,14.0,7.426,2024-11-04 09:40:23.822
Up,Showtime,4095,32767,28603,82760,24.7,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,7.595,2024-11-04 09:50:31.308
Up,Showtime,4095,32767,28603,82760,24.7,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,7.76,2024-11-04 10:00:25.070
Up,Showtime,4095,32767,28603,82760,24.7,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,7.926,2024-11-04 10:10:22.322
Up,Showtime,4095,32767,28603,82760,24.7,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,8.093,2024-11-04 10:20:24.350
Up,Showtime,4095,32767,28603,82760,24.7,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,8.259,2024-11-04 10:30:21.524
Up,Showtime,4095,32767,28603,82760,24.7,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,8.426,2024-11-04 10:40:22.898
Up,Showtime,4095,32767,28675,82760,24.7,17.7,G.993.2_Annex_B,2.5,9.5,7.3,14.0,8.593,2024-11-04 10:50:23.222
Up,Showtime,4095,32767,28675,82760,24.7,17.7,G.993.2_Annex_B,2.5,9.5,7.3,14.0,8.759,2024-11-04 11:00:24.088
Up,Showtime,4095,32767,28675,82760,24.7,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.0,8.926,2024-11-04 11:10:24.247
Up,Showtime,4095,32767,28348,82760,24.5,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,9.093,2024-11-04 11:20:23.306
Up,Showtime,4095,32767,28515,82760,24.6,17.7,G.993.2_Annex_B,2.5,9.5,7.3,14.0,9.26,2024-11-04 11:30:25.258
Up,Showtime,4095,32767,28805,82760,24.9,17.7,G.993.2_Annex_B,2.5,9.5,7.3,14.0,9.425,2024-11-04 11:40:21.560
Up,Showtime,4095,32767,28664,82760,24.7,17.7,G.993.2_Annex_B,2.5,9.5,7.3,14.0,9.593,2024-11-04 11:50:24.711
Up,Showtime,4095,32767,28527,82760,24.7,17.7,G.993.2_Annex_B,2.5,9.5,7.3,14.0,9.759,2024-11-04 12:00:22.076
Up,Showtime,4095,32767,28675,82760,24.7,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,9.926,2024-11-04 12:10:23.267
Up,Showtime,4095,32767,28538,82760,24.7,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,10.093,2024-11-04 12:20:21.749
Up,Showtime,4095,32767,28538,82760,24.7,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,10.259,2024-11-04 12:30:21.489
Up,Showtime,4095,32767,28561,82760,24.6,17.7,G.993.2_Annex_B,2.5,9.5,7.3,13.9,10.426,2024-11-04 12:40:22.243
Up,Showtime,4095,32767,28394,82760,24.5,17.6,G.993.2_Annex_B,2.5,9.5,7.3,13.9,10.592,2024-11-04 12:50:21.364
Up,Showtime,4095,32767,28394,82760,24.5,17.6,G.993.2_Annex_B,2.5,9.5,7.3,13.9,10.759,2024-11-04 13:00:23.389
Up,Showtime,4095,32767,28394,82760,24.4,17.6,G.993.2_Annex_B,2.5,9.5,7.3,13.9,10.925,2024-11-04 13:10:21.725
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,11.097,2024-11-04 13:20:39.305
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,11.259,2024-11-04 13:30:23.458
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,11.426,2024-11-04 13:40:21.852
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,11.593,2024-11-04 13:50:22.849
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,11.759,2024-11-04 14:00:22.494
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,11.926,2024-11-04 14:10:23.754
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,12.092,2024-11-04 14:20:21.193
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,12.259,2024-11-04 14:30:21.558
Up,Showtime,4095,32767,28603,82760,24.7,18.3,G.993.2_Annex_B,2.5,9.5,7.3,14.0,12.426,2024-11-04 14:40:25.353
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,12.592,2024-11-04 14:50:21.699
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,12.759,2024-11-04 15:00:21.535
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,12.926,2024-11-04 15:10:22.462
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,13.092,2024-11-04 15:20:21.470
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,13.259,2024-11-04 15:30:22.024
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,13.426,2024-11-04 15:40:24.396
Up,Showtime,4095,32767,28603,82760,24.7,18.1,G.993.2_Annex_B,2.5,9.5,7.3,14.0,13.593,2024-11-04 15:50:23.835
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,13.759,2024-11-04 16:00:21.847
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,13.925,2024-11-04 16:10:21.376
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,14.093,2024-11-04 16:20:22.973
Up,Showtime,4095,32767,28603,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,14.259,2024-11-04 16:30:21.764
Up,Showtime,4095,32767,28641,82760,24.7,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,14.425,2024-11-04 16:40:21.384
Up,Showtime,4095,32767,28344,82760,24.5,18.3,G.993.2_Annex_B,2.5,9.5,7.3,14.0,14.593,2024-11-04 16:50:24.523
Up,Showtime,4095,32767,28344,82760,24.4,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,14.76,2024-11-04 17:00:25.346
Up,Showtime,4095,32767,28344,82760,24.4,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,14.926,2024-11-04 17:10:25.748
Up,Showtime,4095,32767,28344,82760,24.4,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,15.093,2024-11-04 17:20:23.148
Up,Showtime,4095,32767,28344,82760,24.4,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,15.259,2024-11-04 17:30:23.030
Up,Showtime,4095,32767,28344,82760,24.4,18.2,G.993.2_Annex_B,2.5,9.5,7.3,14.0,15.427,2024-11-04 17:40:25.230
Up,Showtime,4095,32767,28199,82760,24.2,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,15.593,2024-11-04 17:50:24.051
Up,Showtime,4095,32767,28199,82760,24.2,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,15.759,2024-11-04 18:00:23.996
Up,Showtime,4095,32767,28199,82760,24.2,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,15.927,2024-11-04 18:10:25.985
Up,Showtime,4095,32767,28199,82760,24.2,17.7,G.993.2_Annex_B,2.5,9.5,7.3,14.0,16.093,2024-11-04 18:20:24.048
Up,Showtime,4095,32767,28199,82760,24.2,17.6,G.993.2_Annex_B,2.5,9.5,7.3,14.0,16.262,2024-11-04 18:30:33.907
Up,Showtime,4095,32767,28199,82760,24.2,17.7,G.993.2_Annex_B,2.5,9.5,7.3,14.0,16.426,2024-11-04 18:40:24.785
Up,Showtime,4095,32767,28199,82760,24.2,17.7,G.993.2_Annex_B,2.5,9.5,7.3,14.0,16.592,2024-11-04 18:50:21.534
Up,Showtime,4095,32767,28279,82760,24.3,17.7,G.993.2_Annex_B,2.5,9.5,7.3,14.0,16.759,2024-11-04 19:00:21.542
Up,Showtime,4095,32767,28279,82760,24.2,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.0,16.926,2024-11-04 19:10:24.288
Up,Showtime,4095,32767,28279,82760,24.2,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.0,17.094,2024-11-04 19:20:27.131
Up,Showtime,4095,32767,28279,82760,24.2,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.0,17.26,2024-11-04 19:30:25.133
Up,Showtime,4095,32767,28279,82760,24.2,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.0,17.427,2024-11-04 19:40:25.632
Up,Showtime,4095,32767,28279,82760,24.2,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.1,17.592,2024-11-04 19:50:22.498
Up,Showtime,4095,32767,28245,82760,24.2,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.1,17.759,2024-11-04 20:00:24.587
Up,Showtime,4095,32767,28237,82760,24.3,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.1,17.926,2024-11-04 20:10:24.583
Up,Showtime,4095,32767,28302,82760,24.3,17.9,G.993.2_Annex_B,2.5,9.5,7.3,14.1,18.093,2024-11-04 20:20:23.807
Up,Showtime,4095,32767,28302,82760,24.3,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.1,18.26,2024-11-04 20:30:26.646
Up,Showtime,4095,32767,28302,82760,24.3,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.1,18.427,2024-11-04 20:40:26.482
Up,Showtime,4095,32767,28302,82760,24.3,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.1,18.593,2024-11-04 20:50:24.556
Up,Showtime,4095,32767,28302,82760,24.4,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.1,18.759,2024-11-04 21:00:21.918
Up,Showtime,4095,32767,28302,82760,24.4,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.1,18.926,2024-11-04 21:10:24.111
Up,Showtime,4095,32767,28302,82760,24.4,17.8,G.993.2_Annex_B,2.5,9.5,7.3,14.1,19.093,2024-11-04 21:20:25.784
